id,bge_text,ticker,company_name,year,field_code,field_name,val,esg_bucket
COP US Equity_2005_ES106,Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Risks of Climate Change Discussed (Code: ES106) = False,COP US Equity,ConocoPhillips,2005,ES106,Risks of Climate Change Discussed,False,ES
COP US Equity_2005_ES121,Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Total Recordable Incident Rate - Employees (Code: ES121) = 0.53,COP US Equity,ConocoPhillips,2005,ES121,Total Recordable Incident Rate - Employees,0.53,ES
COP US Equity_2005_ES197,Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Anti-Bribery Ethics Policy (Code: ES197) = False,COP US Equity,ConocoPhillips,2005,ES197,Anti-Bribery Ethics Policy,False,ES
COP US Equity_2005_ES247,Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Water Policy (Code: ES247) = False,COP US Equity,ConocoPhillips,2005,ES247,Water Policy,False,ES
COP US Equity_2005_ES249,Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Amount of Hydrocarbon Spills (Code: ES249) = 2.67,COP US Equity,ConocoPhillips,2005,ES249,Amount of Hydrocarbon Spills,2.67,ES
COP US Equity_2005_ES260,"Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Lost Time Incident Rate -
  Contractors (Code: ES260) = 0.18",COP US Equity,ConocoPhillips,2005,ES260,"Lost Time Incident Rate -
  Contractors",0.18,ES
COP US Equity_2005_ES261,Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Total Recordable Incident Rate - Contractors (Code: ES261) = 0.86,COP US Equity,ConocoPhillips,2005,ES261,Total Recordable Incident Rate - Contractors,0.86,ES
COP US Equity_2005_F0947,"Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions (Code: F0947) = 46.7",COP US Equity,ConocoPhillips,2005,F0947,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",46.7,ES
COP US Equity_2005_F0949,Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Sulphur Dioxide / Sulphur Oxide Emissions (Code: F0949) = 71.9,COP US Equity,ConocoPhillips,2005,F0949,Sulphur Dioxide / Sulphur Oxide Emissions,71.9,ES
COP US Equity_2005_F1284,Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Embedded Carbon in Total Reserves (Code: F1284) = 3938.77,COP US Equity,ConocoPhillips,2005,F1284,Embedded Carbon in Total Reserves,3938.77,ES
COP US Equity_2005_SA048,Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Number of Hydrocarbon Spills (Code: SA048) = 514,COP US Equity,ConocoPhillips,2005,SA048,Number of Hydrocarbon Spills,514,ES
COP US Equity_2005_SA055,"Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Percent Methane of Scope 1
  Emissions (Code: SA055) = 4.07",COP US Equity,ConocoPhillips,2005,SA055,"Percent Methane of Scope 1
  Emissions",4.07,ES
COP US Equity_2005_SA201,Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Total Recordable Incident Rate - Workforce (Code: SA201) = 0.72,COP US Equity,ConocoPhillips,2005,SA201,Total Recordable Incident Rate - Workforce,0.72,ES
COP US Equity_2005_SA202,Company: ConocoPhillips (Ticker: COP US Equity) in 2005: Lost Time Incident Rate - Workforce (Code: SA202) = 0.16,COP US Equity,ConocoPhillips,2005,SA202,Lost Time Incident Rate - Workforce,0.16,ES
COP US Equity_2006_ES007,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Nitrogen Oxide Emissions (Code: ES007) = 119,COP US Equity,ConocoPhillips,2006,ES007,Nitrogen Oxide Emissions,119,ES
COP US Equity_2006_ES009,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: VOC Emissions (Code: ES009) = 192.9,COP US Equity,ConocoPhillips,2006,ES009,VOC Emissions,192.9,ES
COP US Equity_2006_ES027,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Gas Flaring (Code: ES027) = 899.64,COP US Equity,ConocoPhillips,2006,ES027,Gas Flaring,899.64,ES
COP US Equity_2006_ES033,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Amount of Environmental Fines (Code: ES033) = 4.6,COP US Equity,ConocoPhillips,2006,ES033,Amount of Environmental Fines,4.6,ES
COP US Equity_2006_ES036,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Emissions Reduction Initiatives (Code: ES036) = True,COP US Equity,ConocoPhillips,2006,ES036,Emissions Reduction Initiatives,True,ES
COP US Equity_2006_ES041,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Environmental Quality ManagementPolicy (Code: ES041) = False,COP US Equity,ConocoPhillips,2006,ES041,Environmental Quality ManagementPolicy,False,ES
COP US Equity_2006_ES057,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Health and Safety Policy (Code: ES057) = True,COP US Equity,ConocoPhillips,2006,ES057,Health and Safety Policy,True,ES
COP US Equity_2006_ES059,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Human Rights Policy (Code: ES059) = True,COP US Equity,ConocoPhillips,2006,ES059,Human Rights Policy,True,ES
COP US Equity_2006_ES088,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Biodiversity Policy (Code: ES088) = False,COP US Equity,ConocoPhillips,2006,ES088,Biodiversity Policy,False,ES
COP US Equity_2006_ES092,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Lost Time Incident Rate - Employees (Code: ES092) = 0.11,COP US Equity,ConocoPhillips,2006,ES092,Lost Time Incident Rate - Employees,0.11,ES
COP US Equity_2006_ES105,"Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Climate Change Opportunities
  Discussed (Code: ES105) = False",COP US Equity,ConocoPhillips,2006,ES105,"Climate Change Opportunities
  Discussed",False,ES
COP US Equity_2006_ES106,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Risks of Climate Change Discussed (Code: ES106) = False,COP US Equity,ConocoPhillips,2006,ES106,Risks of Climate Change Discussed,False,ES
COP US Equity_2006_ES121,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Total Recordable Incident Rate - Employees (Code: ES121) = 0.41,COP US Equity,ConocoPhillips,2006,ES121,Total Recordable Incident Rate - Employees,0.41,ES
COP US Equity_2006_ES197,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Anti-Bribery Ethics Policy (Code: ES197) = False,COP US Equity,ConocoPhillips,2006,ES197,Anti-Bribery Ethics Policy,False,ES
COP US Equity_2006_ES247,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Water Policy (Code: ES247) = False,COP US Equity,ConocoPhillips,2006,ES247,Water Policy,False,ES
COP US Equity_2006_ES249,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Amount of Hydrocarbon Spills (Code: ES249) = 6.66,COP US Equity,ConocoPhillips,2006,ES249,Amount of Hydrocarbon Spills,6.66,ES
COP US Equity_2006_ES260,"Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Lost Time Incident Rate -
  Contractors (Code: ES260) = 0.22",COP US Equity,ConocoPhillips,2006,ES260,"Lost Time Incident Rate -
  Contractors",0.22,ES
COP US Equity_2006_ES261,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Total Recordable Incident Rate - Contractors (Code: ES261) = 0.84,COP US Equity,ConocoPhillips,2006,ES261,Total Recordable Incident Rate - Contractors,0.84,ES
COP US Equity_2006_F0947,"Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions (Code: F0947) = 53.42",COP US Equity,ConocoPhillips,2006,F0947,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",53.42,ES
COP US Equity_2006_F0949,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Sulphur Dioxide / Sulphur Oxide Emissions (Code: F0949) = 59.6,COP US Equity,ConocoPhillips,2006,F0949,Sulphur Dioxide / Sulphur Oxide Emissions,59.6,ES
COP US Equity_2006_F1284,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Embedded Carbon in Total Reserves (Code: F1284) = 4640.4,COP US Equity,ConocoPhillips,2006,F1284,Embedded Carbon in Total Reserves,4640.4,ES
COP US Equity_2006_F1442,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Fatality Rate - Employees (Code: F1442) = 0.05,COP US Equity,ConocoPhillips,2006,F1442,Fatality Rate - Employees,0.05,ES
COP US Equity_2006_SA048,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Number of Hydrocarbon Spills (Code: SA048) = 482,COP US Equity,ConocoPhillips,2006,SA048,Number of Hydrocarbon Spills,482,ES
COP US Equity_2006_SA055,"Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Percent Methane of Scope 1
  Emissions (Code: SA055) = 8.58",COP US Equity,ConocoPhillips,2006,SA055,"Percent Methane of Scope 1
  Emissions",8.58,ES
COP US Equity_2006_SA201,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Total Recordable Incident Rate - Workforce (Code: SA201) = 0.68,COP US Equity,ConocoPhillips,2006,SA201,Total Recordable Incident Rate - Workforce,0.68,ES
COP US Equity_2006_SA202,Company: ConocoPhillips (Ticker: COP US Equity) in 2006: Lost Time Incident Rate - Workforce (Code: SA202) = 0.18,COP US Equity,ConocoPhillips,2006,SA202,Lost Time Incident Rate - Workforce,0.18,ES
COP US Equity_2007_ES007,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Nitrogen Oxide Emissions (Code: ES007) = 135.35,COP US Equity,ConocoPhillips,2007,ES007,Nitrogen Oxide Emissions,135.35,ES
COP US Equity_2007_ES009,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: VOC Emissions (Code: ES009) = 221.16,COP US Equity,ConocoPhillips,2007,ES009,VOC Emissions,221.16,ES
COP US Equity_2007_ES027,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Gas Flaring (Code: ES027) = 729.71,COP US Equity,ConocoPhillips,2007,ES027,Gas Flaring,729.71,ES
COP US Equity_2007_ES033,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Amount of Environmental Fines (Code: ES033) = 0.43,COP US Equity,ConocoPhillips,2007,ES033,Amount of Environmental Fines,0.43,ES
COP US Equity_2007_ES036,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Emissions Reduction Initiatives (Code: ES036) = True,COP US Equity,ConocoPhillips,2007,ES036,Emissions Reduction Initiatives,True,ES
COP US Equity_2007_ES041,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Environmental Quality ManagementPolicy (Code: ES041) = False,COP US Equity,ConocoPhillips,2007,ES041,Environmental Quality ManagementPolicy,False,ES
COP US Equity_2007_ES057,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Health and Safety Policy (Code: ES057) = True,COP US Equity,ConocoPhillips,2007,ES057,Health and Safety Policy,True,ES
COP US Equity_2007_ES059,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Human Rights Policy (Code: ES059) = True,COP US Equity,ConocoPhillips,2007,ES059,Human Rights Policy,True,ES
COP US Equity_2007_ES088,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Biodiversity Policy (Code: ES088) = True,COP US Equity,ConocoPhillips,2007,ES088,Biodiversity Policy,True,ES
COP US Equity_2007_ES092,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Lost Time Incident Rate - Employees (Code: ES092) = 0.11,COP US Equity,ConocoPhillips,2007,ES092,Lost Time Incident Rate - Employees,0.11,ES
COP US Equity_2007_ES105,"Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Climate Change Opportunities
  Discussed (Code: ES105) = False",COP US Equity,ConocoPhillips,2007,ES105,"Climate Change Opportunities
  Discussed",False,ES
COP US Equity_2007_ES106,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Risks of Climate Change Discussed (Code: ES106) = False,COP US Equity,ConocoPhillips,2007,ES106,Risks of Climate Change Discussed,False,ES
COP US Equity_2007_ES121,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Total Recordable Incident Rate - Employees (Code: ES121) = 0.37,COP US Equity,ConocoPhillips,2007,ES121,Total Recordable Incident Rate - Employees,0.37,ES
COP US Equity_2007_ES197,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Anti-Bribery Ethics Policy (Code: ES197) = False,COP US Equity,ConocoPhillips,2007,ES197,Anti-Bribery Ethics Policy,False,ES
COP US Equity_2007_ES247,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Water Policy (Code: ES247) = False,COP US Equity,ConocoPhillips,2007,ES247,Water Policy,False,ES
COP US Equity_2007_ES249,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Amount of Hydrocarbon Spills (Code: ES249) = 2.11,COP US Equity,ConocoPhillips,2007,ES249,Amount of Hydrocarbon Spills,2.11,ES
COP US Equity_2007_ES260,"Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Lost Time Incident Rate -
  Contractors (Code: ES260) = 0.16",COP US Equity,ConocoPhillips,2007,ES260,"Lost Time Incident Rate -
  Contractors",0.16,ES
COP US Equity_2007_ES261,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Total Recordable Incident Rate - Contractors (Code: ES261) = 0.76,COP US Equity,ConocoPhillips,2007,ES261,Total Recordable Incident Rate - Contractors,0.76,ES
COP US Equity_2007_F0947,"Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions (Code: F0947) = 54.97",COP US Equity,ConocoPhillips,2007,F0947,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",54.97,ES
COP US Equity_2007_F0949,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Sulphur Dioxide / Sulphur Oxide Emissions (Code: F0949) = 51.09,COP US Equity,ConocoPhillips,2007,F0949,Sulphur Dioxide / Sulphur Oxide Emissions,51.09,ES
COP US Equity_2007_F1284,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Embedded Carbon in Total Reserves (Code: F1284) = 1918.63,COP US Equity,ConocoPhillips,2007,F1284,Embedded Carbon in Total Reserves,1918.63,ES
COP US Equity_2007_SA048,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Number of Hydrocarbon Spills (Code: SA048) = 453,COP US Equity,ConocoPhillips,2007,SA048,Number of Hydrocarbon Spills,453,ES
COP US Equity_2007_SA055,"Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Percent Methane of Scope 1
  Emissions (Code: SA055) = 9.39",COP US Equity,ConocoPhillips,2007,SA055,"Percent Methane of Scope 1
  Emissions",9.39,ES
COP US Equity_2007_SA201,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Total Recordable Incident Rate - Workforce (Code: SA201) = 0.62,COP US Equity,ConocoPhillips,2007,SA201,Total Recordable Incident Rate - Workforce,0.62,ES
COP US Equity_2007_SA202,Company: ConocoPhillips (Ticker: COP US Equity) in 2007: Lost Time Incident Rate - Workforce (Code: SA202) = 0.14,COP US Equity,ConocoPhillips,2007,SA202,Lost Time Incident Rate - Workforce,0.14,ES
COP US Equity_2008_ES007,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Nitrogen Oxide Emissions (Code: ES007) = 114.78,COP US Equity,ConocoPhillips,2008,ES007,Nitrogen Oxide Emissions,114.78,ES
COP US Equity_2008_ES009,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: VOC Emissions (Code: ES009) = 162.64,COP US Equity,ConocoPhillips,2008,ES009,VOC Emissions,162.64,ES
COP US Equity_2008_ES027,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Gas Flaring (Code: ES027) = 612.76,COP US Equity,ConocoPhillips,2008,ES027,Gas Flaring,612.76,ES
COP US Equity_2008_ES033,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Amount of Environmental Fines (Code: ES033) = 2.2,COP US Equity,ConocoPhillips,2008,ES033,Amount of Environmental Fines,2.2,ES
COP US Equity_2008_ES036,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Emissions Reduction Initiatives (Code: ES036) = True,COP US Equity,ConocoPhillips,2008,ES036,Emissions Reduction Initiatives,True,ES
COP US Equity_2008_ES041,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Environmental Quality ManagementPolicy (Code: ES041) = False,COP US Equity,ConocoPhillips,2008,ES041,Environmental Quality ManagementPolicy,False,ES
COP US Equity_2008_ES057,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Health and Safety Policy (Code: ES057) = True,COP US Equity,ConocoPhillips,2008,ES057,Health and Safety Policy,True,ES
COP US Equity_2008_ES059,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Human Rights Policy (Code: ES059) = True,COP US Equity,ConocoPhillips,2008,ES059,Human Rights Policy,True,ES
COP US Equity_2008_ES088,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Biodiversity Policy (Code: ES088) = True,COP US Equity,ConocoPhillips,2008,ES088,Biodiversity Policy,True,ES
COP US Equity_2008_ES092,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Lost Time Incident Rate - Employees (Code: ES092) = 0.06,COP US Equity,ConocoPhillips,2008,ES092,Lost Time Incident Rate - Employees,0.06,ES
COP US Equity_2008_ES105,"Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Climate Change Opportunities
  Discussed (Code: ES105) = False",COP US Equity,ConocoPhillips,2008,ES105,"Climate Change Opportunities
  Discussed",False,ES
COP US Equity_2008_ES106,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Risks of Climate Change Discussed (Code: ES106) = True,COP US Equity,ConocoPhillips,2008,ES106,Risks of Climate Change Discussed,True,ES
COP US Equity_2008_ES121,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Total Recordable Incident Rate - Employees (Code: ES121) = 0.27,COP US Equity,ConocoPhillips,2008,ES121,Total Recordable Incident Rate - Employees,0.27,ES
COP US Equity_2008_ES197,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Anti-Bribery Ethics Policy (Code: ES197) = False,COP US Equity,ConocoPhillips,2008,ES197,Anti-Bribery Ethics Policy,False,ES
COP US Equity_2008_ES247,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Water Policy (Code: ES247) = False,COP US Equity,ConocoPhillips,2008,ES247,Water Policy,False,ES
COP US Equity_2008_ES249,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Amount of Hydrocarbon Spills (Code: ES249) = 6.48,COP US Equity,ConocoPhillips,2008,ES249,Amount of Hydrocarbon Spills,6.48,ES
COP US Equity_2008_ES260,"Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Lost Time Incident Rate -
  Contractors (Code: ES260) = 0.15",COP US Equity,ConocoPhillips,2008,ES260,"Lost Time Incident Rate -
  Contractors",0.15,ES
COP US Equity_2008_ES261,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Total Recordable Incident Rate - Contractors (Code: ES261) = 0.65,COP US Equity,ConocoPhillips,2008,ES261,Total Recordable Incident Rate - Contractors,0.65,ES
COP US Equity_2008_F0947,"Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions (Code: F0947) = 54.74",COP US Equity,ConocoPhillips,2008,F0947,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",54.74,ES
COP US Equity_2008_F0949,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Sulphur Dioxide / Sulphur Oxide Emissions (Code: F0949) = 38.15,COP US Equity,ConocoPhillips,2008,F0949,Sulphur Dioxide / Sulphur Oxide Emissions,38.15,ES
COP US Equity_2008_F1284,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Embedded Carbon in Total Reserves (Code: F1284) = 4131.02,COP US Equity,ConocoPhillips,2008,F1284,Embedded Carbon in Total Reserves,4131.02,ES
COP US Equity_2008_SA048,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Number of Hydrocarbon Spills (Code: SA048) = 433,COP US Equity,ConocoPhillips,2008,SA048,Number of Hydrocarbon Spills,433,ES
COP US Equity_2008_SA055,"Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Percent Methane of Scope 1
  Emissions (Code: SA055) = 7.23",COP US Equity,ConocoPhillips,2008,SA055,"Percent Methane of Scope 1
  Emissions",7.23,ES
COP US Equity_2008_SA201,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Total Recordable Incident Rate - Workforce (Code: SA201) = 0.52,COP US Equity,ConocoPhillips,2008,SA201,Total Recordable Incident Rate - Workforce,0.52,ES
COP US Equity_2008_SA202,Company: ConocoPhillips (Ticker: COP US Equity) in 2008: Lost Time Incident Rate - Workforce (Code: SA202) = 0.12,COP US Equity,ConocoPhillips,2008,SA202,Lost Time Incident Rate - Workforce,0.12,ES
COP US Equity_2009_ES007,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Nitrogen Oxide Emissions (Code: ES007) = 115.7,COP US Equity,ConocoPhillips,2009,ES007,Nitrogen Oxide Emissions,115.7,ES
COP US Equity_2009_ES009,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: VOC Emissions (Code: ES009) = 140.52,COP US Equity,ConocoPhillips,2009,ES009,VOC Emissions,140.52,ES
COP US Equity_2009_ES018,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Emissions to Water (Code: ES018) = 1229,COP US Equity,ConocoPhillips,2009,ES018,Emissions to Water,1229,ES
COP US Equity_2009_ES027,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Gas Flaring (Code: ES027) = 686.72,COP US Equity,ConocoPhillips,2009,ES027,Gas Flaring,686.72,ES
COP US Equity_2009_ES033,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Amount of Environmental Fines (Code: ES033) = 0.32,COP US Equity,ConocoPhillips,2009,ES033,Amount of Environmental Fines,0.32,ES
COP US Equity_2009_ES036,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Emissions Reduction Initiatives (Code: ES036) = True,COP US Equity,ConocoPhillips,2009,ES036,Emissions Reduction Initiatives,True,ES
COP US Equity_2009_ES041,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Environmental Quality ManagementPolicy (Code: ES041) = False,COP US Equity,ConocoPhillips,2009,ES041,Environmental Quality ManagementPolicy,False,ES
COP US Equity_2009_ES057,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Health and Safety Policy (Code: ES057) = True,COP US Equity,ConocoPhillips,2009,ES057,Health and Safety Policy,True,ES
COP US Equity_2009_ES059,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Human Rights Policy (Code: ES059) = True,COP US Equity,ConocoPhillips,2009,ES059,Human Rights Policy,True,ES
COP US Equity_2009_ES088,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Biodiversity Policy (Code: ES088) = True,COP US Equity,ConocoPhillips,2009,ES088,Biodiversity Policy,True,ES
COP US Equity_2009_ES092,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Lost Time Incident Rate - Employees (Code: ES092) = 0.08,COP US Equity,ConocoPhillips,2009,ES092,Lost Time Incident Rate - Employees,0.08,ES
COP US Equity_2009_ES105,"Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Climate Change Opportunities
  Discussed (Code: ES105) = False",COP US Equity,ConocoPhillips,2009,ES105,"Climate Change Opportunities
  Discussed",False,ES
COP US Equity_2009_ES106,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Risks of Climate Change Discussed (Code: ES106) = True,COP US Equity,ConocoPhillips,2009,ES106,Risks of Climate Change Discussed,True,ES
COP US Equity_2009_ES121,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Total Recordable Incident Rate - Employees (Code: ES121) = 0.17,COP US Equity,ConocoPhillips,2009,ES121,Total Recordable Incident Rate - Employees,0.17,ES
COP US Equity_2009_ES197,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Anti-Bribery Ethics Policy (Code: ES197) = False,COP US Equity,ConocoPhillips,2009,ES197,Anti-Bribery Ethics Policy,False,ES
COP US Equity_2009_ES247,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Water Policy (Code: ES247) = False,COP US Equity,ConocoPhillips,2009,ES247,Water Policy,False,ES
COP US Equity_2009_ES249,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Amount of Hydrocarbon Spills (Code: ES249) = 0.59,COP US Equity,ConocoPhillips,2009,ES249,Amount of Hydrocarbon Spills,0.59,ES
COP US Equity_2009_ES260,"Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Lost Time Incident Rate -
  Contractors (Code: ES260) = 0.13",COP US Equity,ConocoPhillips,2009,ES260,"Lost Time Incident Rate -
  Contractors",0.13,ES
COP US Equity_2009_ES261,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Total Recordable Incident Rate - Contractors (Code: ES261) = 0.49,COP US Equity,ConocoPhillips,2009,ES261,Total Recordable Incident Rate - Contractors,0.49,ES
COP US Equity_2009_F0947,"Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions (Code: F0947) = 54.62",COP US Equity,ConocoPhillips,2009,F0947,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",54.62,ES
COP US Equity_2009_F0949,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Sulphur Dioxide / Sulphur Oxide Emissions (Code: F0949) = 30.56,COP US Equity,ConocoPhillips,2009,F0949,Sulphur Dioxide / Sulphur Oxide Emissions,30.56,ES
COP US Equity_2009_F1284,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Embedded Carbon in Total Reserves (Code: F1284) = 4298.18,COP US Equity,ConocoPhillips,2009,F1284,Embedded Carbon in Total Reserves,4298.18,ES
COP US Equity_2009_SA020,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Freshwater Withdrawals (Code: SA020) = 8443,COP US Equity,ConocoPhillips,2009,SA020,Freshwater Withdrawals,8443,ES
COP US Equity_2009_SA048,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Number of Hydrocarbon Spills (Code: SA048) = 261,COP US Equity,ConocoPhillips,2009,SA048,Number of Hydrocarbon Spills,261,ES
COP US Equity_2009_SA055,"Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Percent Methane of Scope 1
  Emissions (Code: SA055) = 8.95",COP US Equity,ConocoPhillips,2009,SA055,"Percent Methane of Scope 1
  Emissions",8.95,ES
COP US Equity_2009_SA201,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Total Recordable Incident Rate - Workforce (Code: SA201) = 0.37,COP US Equity,ConocoPhillips,2009,SA201,Total Recordable Incident Rate - Workforce,0.37,ES
COP US Equity_2009_SA202,Company: ConocoPhillips (Ticker: COP US Equity) in 2009: Lost Time Incident Rate - Workforce (Code: SA202) = 0.11,COP US Equity,ConocoPhillips,2009,SA202,Lost Time Incident Rate - Workforce,0.11,ES
COP US Equity_2010_ES007,Company: ConocoPhillips (Ticker: COP US Equity) in 2010: Nitrogen Oxide Emissions (Code: ES007) = 119.76,COP US Equity,ConocoPhillips,2010,ES007,Nitrogen Oxide Emissions,119.76,ES
COP US Equity_2010_ES009,Company: ConocoPhillips (Ticker: COP US Equity) in 2010: VOC Emissions (Code: ES009) = 136.47,COP US Equity,ConocoPhillips,2010,ES009,VOC Emissions,136.47,ES
COP US Equity_2010_ES018,Company: ConocoPhillips (Ticker: COP US Equity) in 2010: Emissions to Water (Code: ES018) = 586,COP US Equity,ConocoPhillips,2010,ES018,Emissions to Water,586,ES
COP US Equity_2010_ES027,Company: ConocoPhillips (Ticker: COP US Equity) in 2010: Gas Flaring (Code: ES027) = 867.44,COP US Equity,ConocoPhillips,2010,ES027,Gas Flaring,867.44,ES
